country,year,total_exports_usd,exports_oil_crude_usd,exports_oil_refined_usd,exports_nat_gas_lng_usd,exports_energy_total_usd,exports_copper_ore_usd,exports_copper_metal_usd,exports_aluminum_usd,exports_nickel_usd,exports_steel_primary_usd,exports_steel_articles_usd,exports_iron_ore_usd,exports_gold_usd,exports_precious_total_usd,exports_wheat_usd,exports_corn_usd,exports_cereals_total_usd,exports_soybeans_usd,exports_oilseeds_total_usd,exports_live_cattle_usd,exports_meat_beef_fresh_usd,exports_meat_beef_frozen_usd,exports_livestock_total_usd,gdp_usd,share_oil_crude,share_oil_refined,share_nat_gas_lng,share_energy_total,share_copper_ore,share_copper_metal,share_aluminum,share_nickel,share_steel_primary,share_steel_articles,share_iron_ore,share_gold,share_precious_total,share_wheat,share_corn,share_cereals_total,share_soybeans,share_oilseeds_total,share_live_cattle,share_meat_beef_fresh,share_meat_beef_frozen,share_livestock_total,expgdp_oil_crude,expgdp_oil_refined,expgdp_nat_gas_lng,expgdp_energy_total,expgdp_copper_ore,expgdp_copper_metal,expgdp_aluminum,expgdp_nickel,expgdp_steel_primary,expgdp_steel_articles,expgdp_iron_ore,expgdp_gold,expgdp_precious_total,expgdp_wheat,expgdp_corn,expgdp_cereals_total,expgdp_soybeans,expgdp_oilseeds_total,expgdp_live_cattle,expgdp_meat_beef_fresh,expgdp_meat_beef_frozen,expgdp_livestock_total
BRA,2012,239952538158,20289442464,5367784063,155222917,57215587178,3021288480,707740338,1483905399,477425735,10706176411,1666805295,30989292517,2663980757,5982679902,619049590,5381496441,13132173417,17449785616,35126052270,0,0,0,0,2.464053e+12,0.0845560652108632,0.0223701908060898,0.000646890081645193,0.238445434323039,0.0125911920048564,0.00294950136153167,0.00618416212802426,0.00198966736782602,0.0446178919097341,0.00694639576557623,0.129147592081709,0.0111021153493524,0.024932763570355,0.00257988348342612,0.0224273370155246,0.054728212161494,0.0727218213649816,0.146387500376724,0,0,0,0,0.00823417453439516,0.00217843693418932,6.29949587123329e-05,0.0232201122208004,0.00122614589864747,0.00028722610187362,0.000602221380384269,0.000193756276752164,0.00434494566918812,0.000676448637671349,0.0125765527433866,0.0010811377665172,0.00242798344921964,0.000251232254338685,0.00218400190296231,0.00532950119863493,0.0070817411865735,0.0142553964017819,0,0,0,0
BRA,2013,232543660117,12956638294,4531874325,69514960,39957742043,3651936066,1042682095,1251457857,448664745,8372048231,1707754912,32491530731,2667541210,5948729396,348251871,6307398694,14447554009,22812299141,45839178760,0,0,0,0,2.471718e+12,0.0557170136888751,0.0194882729665469,0.000298932940012318,0.171828989114973,0.0157043028572037,0.00448381217735798,0.00538160385181154,0.00192937852949533,0.0360020489347582,0.00734380335779,0.139722281461694,0.0114711414134356,0.0255811291221915,0.00149757628664133,0.0271235031341063,0.0621283504427985,0.0980989940965168,0.197120741700448,0,0,0,0,0.00524195652335744,0.00183349165438776,2.81241468484673e-05,0.0161659793079146,0.00147748896354681,0.00042184508710136,0.000506310937170017,0.000181519390561545,0.00338713729923883,0.000690918184032321,0.0131453226990296,0.00107922554676545,0.00240671848325739,0.000140894661526922,0.00255182779508018,0.0058451465778054,0.00922932921190848,0.0185454727278759,0,0,0,0
BRA,2014,220920757240,16356785878,3923444109,62127593,45543129854,3610508600,749460329,1182040068,281930270,9598110106,1814687648,25819090176,2322608207,5197222465,100700882,3931808559,9151201548,23277378054,46777477057,0,0,0,0,2.456055e+12,0.0740391535967379,0.0177595086945032,0.000281221166250607,0.206151429240864,0.016343003007534,0.00339243961664415,0.00535051609802277,0.00127616016494874,0.0434459406436534,0.00821420164710277,0.116870367902782,0.0105133090978717,0.0235252790635419,0.000455823541699173,0.0177973704604345,0.0414230046208762,0.10536528275934,0.211738714104545,0,0,0,0,0.00665977996339659,0.00159745775603559,2.52956847464735e-05,0.0185432043883382,0.00147004387116738,0.000305148023558104,0.000481275894880204,0.000114789884591347,0.00390793777256617,0.0007388627893105,0.0105124234498006,0.000945666203321994,0.00211608553757957,4.10010696014544e-05,0.00160086340045317,0.00372597582220268,0.00947754755247745,0.0190457774996895,0,0,0,0
BRA,2015,186774916313,11781324149,1689737256,13145058,30029787853,3968227712,1053826939,1053375282,255222425,8907351601,1433394156,14037103623,2324351715,5120955432,353322906,5008861373,11297532456,20983574666,42190425906,0,0,0,0,1.800046e+12,0.0630776572227541,0.00904691748418891,7.0379140087373e-05,0.16078062539552,0.0212460419757329,0.0056422294802905,0.00563981129154805,0.00136647056274031,0.047690298980367,0.00767444678490927,0.0751551862535782,0.0124446674151085,0.0274177899960519,0.00189170426615476,0.0268176341442235,0.060487418112759,0.112346856206512,0.225889143675464,0,0,0,0,0.00654501282133901,0.00093871893051622,7.30262337740258e-06,0.0166827891359443,0.00220451461351543,0.000585444449197409,0.000585193535054104,0.000141786612675454,0.00494840220805468,0.000796309736528955,0.00779819161454763,0.00129127350912143,0.00284490253693517,0.000196285487148662,0.00278262965113114,0.0062762465270332,0.0116572435737753,0.0234385265187667,0,0,0,0
BRA,2016,179526127510,10073804866,1151573323,94680992,24848991875,3856556942,910141747,990171273,94235698,7891897310,1242867555,13289341907,2893029964,6310213081,115375105,3739923215,8173785371,19331323434,38889234337,0,0,0,0,1.796622e+12,0.0561133078829368,0.00641451658859992,0.000527393941557203,0.13841434792613,0.0214818700513951,0.00506968963027013,0.00551547168500499,0.000524913556076961,0.0439596030920926,0.00692304553236002,0.0740245561541439,0.0161148129474293,0.0351492741949135,0.000642664700677473,0.0208321945494629,0.0455297815664447,0.107679721621151,0.216621585261086,0,0,0,0,0.00560708088067496,0.000640965836441945,5.26994504130529e-05,0.0138309515718944,0.00214656001206709,0.000506584995062957,0.000551129437911814,5.24515997243716e-05,0.0043926308984305,0.000691780215871786,0.00739684914634241,0.0016102607916412,0.00351226528507388,6.42177959526267e-05,0.0020816416669728,0.00454952982374701,0.0107598167193767,0.0216457520485667,0,0,0,0
BRA,2017,214988108353,16625024187,1778618062,47607024,39674187255,4970516472,735677736,974459126,55325692,10761291671,1490808676,19199154200,2800415727,6135983873,102807663,4631045783,9990503021,25717736995,51726196826,0,0,0,0,2.063519e+12,0.0773299710126409,0.00827309973386805,0.000221440266462699,0.184541310488936,0.0231199600297829,0.00342194617942334,0.00453261872698552,0.0002573430336396,0.0500552879572785,0.00693437738217671,0.0893033309938982,0.0130259098908013,0.0285410384788586,0.000478201626069451,0.0215409392569567,0.0464700261681269,0.119623997773741,0.240600269578949,0,0,0,0,0.00805663732051898,0.000861934424640626,2.30707950835442e-05,0.0192264705364962,0.00240875730826806,0.000356516095078359,0.000472231719698244,2.68113315166955e-05,0.00521501942603872,0.000722459389033975,0.00930408404284138,0.00135710682915932,0.00297355336829949,4.98215247836342e-05,0.00224424673724836,0.00484148826398012,0.0124630483145539,0.0250669835489763,0,0,0,0
BRA,2018,231889523399,25251318666,4001657625,475186,60947471158,5280508928,855644128,884394478,52271508,11781499625,1671734439,20220359432,2812731419,6182867345,40494932,3993651596,9068073486,33055027250,66436803006,0,0,0,0,1.916934e+12,0.108893745158773,0.0172567417723075,2.04919132626088e-06,0.262829774560927,0.0227716580318038,0.00368987833282894,0.0038138612949679,0.000225415565282176,0.0508065196405109,0.00720918485016477,0.0871982448176751,0.012129618353479,0.0266629869878229,0.000174630278274032,0.0172222165859918,0.0391051452134689,0.142546445244635,0.286501960210103,0,0,0,0,0.0131727637289547,0.00208753020448278,2.4788855537019e-07,0.0317942459980365,0.0027546639206149,0.00044636076568103,0.000461358856382119,2.7268287797076e-05,0.00614601213448142,0.000872087635255048,0.0105482814911729,0.00146730738721312,0.00322539395983378,2.11248441521722e-05,0.00208335372840171,0.00473050897213989,0.0172436960531766,0.0346578458131579,0,0,0,0
BRA,2019,221126807647,24199539301,5865551976,531677,60383986685,4651370020,948659529,782188350,59655746,10954266099,1462920366,22682390645,3658465023,7903282856,116593368,7289549269,15544207246,26077190195,52494538963,0,0,0,0,1.873286e+12,0.109437383727944,0.0265257389568233,2.40439866001572e-06,0.273074021768519,0.0210348535733637,0.00429011542786079,0.00353728414172497,0.000269780704722299,0.0495383902818651,0.00661575311273593,0.102576394451502,0.0165446472181711,0.035740953076194,0.000527269258940897,0.0329654705667203,0.0702954445524049,0.11792866940235,0.237395635208557,0,0,0,0,0.0129182299451338,0.00313115668189481,2.83820516461448e-07,0.0322342593095769,0.0024830004708304,0.000506414679338873,0.000417548815290351,3.18455089078763e-05,0.00584762075785545,0.000780938076727206,0.0121083436512097,0.00195296661748393,0.00421894086434212,6.22400252817776e-05,0.00389131679252394,0.00829782918678728,0.0139205600185983,0.0280227039346902,0,0,0,0
BRA,2020,209180241655,19613857928,5058434271,25682954,49570546707,4817861326,570750923,786088864,57820799,8672768178,1154597600,25789230614,4903472709,10372694862,111730957,5853003283,12655628716,28564147240,57607249512,0,0,0,0,1.476092e+12,0.0937653469219576,0.0241821800710167,0.000122779062672462,0.236975281770429,0.023032105173423,0.00272851259031117,0.00375794987987677,0.000276416159301334,0.0414607427039116,0.00551963029999876,0.123287125064776,0.0234413760602078,0.0495873548091011,0.00053413724028619,0.0279806698600785,0.0605010713051612,0.13655279778819,0.275395271829791,0,0,0,0,0.0132876934012243,0.00342690988840804,1.73992908301109e-05,0.0335822880328597,0.00326393024689518,0.000386663516230696,0.000532547337157847,3.91715414757346e-05,0.00587549297604756,0.00078219894152939,0.0174712894684071,0.00332192892380692,0.00702713303913306,7.56937623129182e-05,0.00396520222520005,0.00857373979128672,0.0193511971069554,0.0390268692683112,0,0,0,0
BRA,2021,280814577460,30608981810,7263332260,35706576,76261239387,6738207582,980805821,1168847522,75257685,14263074996,1260618954,44660652234,5294257228,11559746706,284037396,4188846447,9375919851,38638730742,77796391596,0,0,0,0,1.67065e+12,0.109000686812137,0.025865225109386,0.000127153569885759,0.27157151198058,0.0239952200592571,0.00349271690191977,0.0041623463161078,0.000267997785872494,0.0507917898173633,0.00448915068940666,0.159039650426843,0.0188532136610826,0.0411650520801279,0.00101147667820222,0.0149167699372611,0.0333882946384275,0.137595174337072,0.277038294449231,0,0,0,0,0.0183216004608985,0.00434760857151408,2.13728644539551e-05,0.0456476457588364,0.00403328499805465,0.00058708037051447,0.000699636382246431,4.50469487923862e-05,0.0085374405147697,0.00075456795498758,0.0267325006638135,0.00316898047346841,0.00691931087061922,0.000170016099123096,0.00250731538443121,0.00561213889863227,0.0231279626145512,0.0465665409247898,0,0,0,0
BRA,2022,334463079195,42688098560,13036328436,3714328,112579494192,5488152206,878222625,1584674389,64380341,16661351909,1692852795,28888657635,4907612561,10547002459,967323339,12264069555,27320493759,46664334131,93836297231,0,0,0,0,1.951849e+12,0.127631721452615,0.0389768833898689,1.11053453461584e-05,0.336597673091335,0.0164088431500694,0.00262576852163696,0.0047379650776823,0.00019248863328937,0.0498152201106958,0.00506140408404548,0.0863732334956984,0.014673107037141,0.0315341307159671,0.00289216777328067,0.036667932330581,0.081684632649906,0.139520135505879,0.280558013927424,0,0,0,0,0.02187059478474,0.00667896360630356,1.90297917513086e-06,0.0576783830060625,0.00281177089313774,0.000449943937773875,0.000811883700532162,3.29842836203005e-05,0.00853618897209774,0.000867307253276252,0.0148006621593166,0.00251434027990895,0.00540359549278658,0.000495593326635411,0.00628330857305048,0.0139972373677472,0.0239077583004628,0.048075592543788,0,0,0,0
BRA,2023,339695766008,42611148597,11254337022,47235042,109078136173,6931627238,693688938,1497096574,75321972,14619802697,2032902980,30593438988,3486260220,7571324025,724300843,13613016930,29801085155,53244619427,107277389585,0,0,0,0,2.191137e+12,0.125439151325767,0.0331306367290282,0.000139051017783035,0.321105374538083,0.0204053978048015,0.00204208885542501,0.00440716877809052,0.000221733620307255,0.0430379302892333,0.00598448136074832,0.0900612902760746,0.0102628898233542,0.0222885439932792,0.00213220450614313,0.0400741436667757,0.0877287506559566,0.156742075571663,0.315804317627184,0,0,0,0,0.0194470489964799,0.00513630002231718,2.15573202405874e-05,0.0497815226400723,0.00316348418104391,0.000316588573877398,0.000683251012602133,3.43757473859462e-05,0.00667224491074725,0.000927784515527783,0.0139623578936415,0.00159107359329882,0.00345543159784167,0.000330559359364567,0.0062127639348886,0.013600740234408,0.024299995585397,0.0489596906012723,0,0,0,0
BRA,2024,337036275422,44842761197,11694053448,4846329,113696991933,8320342662,799764325,1586882089,63151649,11915251894,2126032956,29845780006,3960421422,8416734220,608160986,8179619010,19035968924,42941655396,86770737470,0,0,0,0,2.179413e+12,0.133050251462852,0.034696720503922,1.4379250405411e-05,0.337343485625223,0.0246867867608084,0.00237293248033501,0.00470834211247166,0.000187373447920193,0.0353530250685361,0.00630802412392557,0.0885536133124851,0.0117507274759703,0.0249727843374173,0.00180443777227993,0.0242692541025692,0.0564804749879378,0.127409595131068,0.257452220421541,0,0,0,0,0.0205756142580594,0.00536568949896142,2.22368546025925e-06,0.0521686306968895,0.0038176989225998,0.000366963179993879,0.000728123622736948,2.89764487043071e-05,0.0054671840050509,0.000975507146190282,0.0136944122137475,0.00181719638361339,0.00386192714276734,0.00027904806753011,0.00375312940227483,0.0087344477269797,0.0197033124956124,0.0398138110904175,0,0,0,0
CHL,2000,18214503759,0,173896270,23714149,400560089,4787324972,5090381553,27797560,41570,64127585,73661331,141697374,293475822,684928574,8113,66637465,133650423,1133584,137415331,0,0,0,0,7.825e+10,0,0.00954713190657614,0.00130193769282803,0.0219912710387226,0.262830381510368,0.27946858285858,0.00152612227968412,2.28224718883487e-06,0.00352068801041663,0.00404410309359118,0.00777937054310281,0.016112205190053,0.0376034715555492,4.45414275752161e-07,0.00365848369418649,0.00733758244354924,6.22352392905507e-05,0.00754428080051873,0,0,0,0,0,0.00222231654952077,0.000303056217252396,0.00511897877316294,0.0611798718466454,0.065052799399361,0.000355240383386581,5.31246006389776e-07,0.000819521853035144,0.000941358862619808,0.00181082906070288,0.00375048973801917,0.00875308081789138,1.03680511182109e-07,0.000851596996805112,0.00170799262619808,1.4486696485623e-05,0.00175610646645367,0,0,0,0
CHL,2001,18745414508,1391168,245803891,22368763,542030406,4320186230,4844017682,28637110,41624,50474431,89161635,134880618,239555184,591025942,15308,65291684,132899173,706378,120513381,0,0,0,0,7.1517e+10,7.42137763561478e-05,0.0131127477013164,0.00119329252444397,0.0289153598480672,0.230466295005441,0.25841080654326,0.0015276861436048,2.22048970868241e-06,0.00269262816132761,0.00475645043548909,0.00719539266215942,0.0127794018050529,0.0315290943151866,8.16626380465846e-07,0.00348307496599424,0.0070896897448324,3.76827090005686e-05,0.00642895258190041,0,0,0,0,1.9452270089629e-05,0.0034369994686578,0.000312775465973125,0.00757904282897773,0.0604078223359481,0.0677323948431841,0.000400423815316638,5.8201546485451e-07,0.000705768292853447,0.00124671945131927,0.00188599379168589,0.0033496257393347,0.00826413219234588,2.14047009801865e-07,0.00091295333976537,0.00185828786162731,9.87706419452718e-06,0.00168510117874072,0,0,0,0
CHL,2002,17423088183,0,185448031,17381706,409840652,3467977504,4680823229,26827465,52601,64630056,71624902,140028683,240580873,586891306,64011,65088222,132890434,844710,101793337,0,0,0,0,7.0295e+10,0,0.0106438094700654,0.00099762486520384,0.0235228478267067,0.199044937818989,0.26865634724659,0.0015397652079943,3.01903999150528e-06,0.00370944894046169,0.00411091887085124,0.00803696115919498,0.0138081648025371,0.0336846889504146,3.67391815547697e-06,0.00373574542677846,0.00762726059836301,4.84822203232718e-05,0.00584243940745944,0,0,0,0,0,0.00263813971121701,0.00024726802759798,0.00583029592431894,0.0493346255636959,0.0665882812291059,0.000381641155131944,7.48289352016502e-07,0.00091941185006046,0.00101891887047443,0.00199201483747066,0.00342244644711573,0.00834897654171705,9.10605306209546e-07,0.000925929610925386,0.00189046779998577,1.20166441425421e-05,0.00144808787253716,0,0,0,0
CHL,2003,21746916120.53,0,572924207.29,35142992.973,1219306152.586,5528136889.98,5324901408.47,28995639.565,35597.1,101268463.738,81028369.363,137446168.45,282271866.99,664649937.059,62004.51,68757201.87,142154732.1,1329806.58,120545078.59,0,0,0,0,7.6508e+10,0,0.0263450782683222,0.00161599892040893,0.0560680027378652,0.254203256192321,0.244857771049343,0.00133332190202485,1.63688036513806e-06,0.00465668158081496,0.00372597056584523,0.00632026020095075,0.0129798572554167,0.0305629512421553,2.85118633172384e-06,0.00316169895027508,0.00653677658533846,6.11492026101396e-05,0.00554308840489804,0,0,0,0,0,0.00748842222107492,0.000459337493765358,0.0159369759056046,0.0722556711713808,0.0695992760034245,0.000378988335402834,4.65272912636587e-07,0.00132363234874784,0.00105908361691588,0.00179649407186177,0.00368944250261411,0.00868732599282428,8.10431719558739e-07,0.000898692971584671,0.001858037487583,1.73812748993569e-05,0.00157558789394573,0,0,0,0
CHL,2004,33117189672.479,0,683966360.406,47166132.118,1465439986.388,10983118807.7,10071741548.187,35907949.386,34926.61,224024596.786,98023674.526,161014387.25,311101472,763298763.704,54998.04,75879657.78,157984605.28,599042.64,136625993.39,0,0,0,0,9.9079e+10,0,0.0206529106838552,0.00142421904106181,0.0442501311518534,0.331644046983467,0.30412428251896,0.00108426921913124,1.05463689236363e-06,0.00676460167669869,0.00295990316495543,0.00486195805991974,0.00939395749085953,0.023048415981333,1.66070975659219e-06,0.00229124688810951,0.0047704713727955,1.80885710993109e-05,0.0041255310230487,0,0,0,0,0,0.00690324246718275,0.000476045702096307,0.0147906214877825,0.11085213625188,0.101653645557454,0.000362417357724644,3.52512742357109e-07,0.00226107042648795,0.000989348646292352,0.0016251111461561,0.00313993350760504,0.00770394093303324,5.55092804731578e-07,0.000765850056823343,0.00159453168966179,6.04611108307512e-06,0.00137896015694547,0,0,0,0
CHL,2005,42081063484.579,0,1114114567.881,48790371.779,2328476173.51,15284717812.66,12498925481.618,46768140.293,16445.73,537859362.843,162095958.256,308261901.37,336799119.07,796669977.512,31215.79,80178783.56,164331283.15,932689.12,159841216.61,0,0,0,0,1.22315e+11,0,0.0264754375394832,0.00115943770757789,0.0553331113973223,0.363220806391008,0.297020190238261,0.00111138209019215,3.908107029193e-07,0.0127815059388911,0.0038519929116193,0.00732543039181901,0.00800357907288686,0.0189317928669732,7.41801357074526e-07,0.00190534118961566,0.00390511240787013,2.21641052475252e-05,0.0037984120023149,0,0,0,0,0,0.00910856859650084,0.000398891156268651,0.0190367180927114,0.124961924642603,0.102186367016457,0.0003823581759637,1.3445390998651e-07,0.00439732954129093,0.00132523368561501,0.00252022974590197,0.0027535389696276,0.00651326474685852,2.55208191963373e-07,0.000655510636961943,0.00134350883497527,7.62530450067449e-06,0.00130679979242121,0,0,0,0
CHL,2006,59515580670.26,0,1404625109.655,54416696.375,2920326714.07,24992045299.94,22068133265.768,59896338.274,93437.99,646267271.896,196484681.687,327797824.5,521068415.03,1311422026.015,33685.51,100590680.87,206442244.53,2053137.46,161746765.73,0,0,0,0,1.5384e+11,0,0.0236009645514035,0.000914326899984227,0.0490682722268942,0.419924413380185,0.370795899447478,0.00100639761217906,1.56997527282282e-06,0.0108587913386341,0.00330139905339416,0.00550776487112056,0.00875515972728093,0.0220349362510768,5.65994813805668e-07,0.00169015709394339,0.00346870923890959,3.44974784229225e-05,0.00271772137494787,0,0,0,0,0,0.0091304284298947,0.000353722675344514,0.0189828829567733,0.162454792641316,0.143448604171659,0.000389341772451898,6.07371229849194e-07,0.00420090530353614,0.00127720151902626,0.0021307710900936,0.00338708018090224,0.0085245841524636,2.18964573582943e-07,0.000653865580278211,0.00134192826657566,1.33459273270931e-05,0.00105139603308632,0,0,0,0
CHL,2007,68715323371.857,0,1200564338.61,54572006.113,2513759991.586,29365032182.94,25025600267.911,72684672.861,347929.58,841662305.575,225151662.606,402001234.98,568111362.97,1628949370.277,54126.62,116654490.69,243235798.99,2478104.91,179974202.78,0,0,0,0,1.72565e+11,0,0.0174715664526975,0.000794175206273576,0.0365822333103584,0.427343287377539,0.364192425210364,0.00105776512856765,5.06334777931785e-06,0.0122485388160119,0.00327658594266636,0.00585024147822963,0.00826760808350755,0.0237057659099099,7.87693593568506e-07,0.00169764886441293,0.00353976066842784,3.60633522247955e-05,0.00261912764065824,0,0,0,0,0,0.00695717172433576,0.000316240292718686,0.0145670326635529,0.170167949369455,0.145021297875647,0.000421201708695274,2.01622333613421e-06,0.0048773639241735,0.00130473539017761,0.00232956413513748,0.00329215868206183,0.00943962779403123,3.13659316779185e-07,0.000676003191203315,0.00140953147503839,1.4360414394576e-05,0.00104293572149625,0,0,0,0
CHL,2008,64692345179.432,0,1477869660.237,35924070.164,3037291190.772,19673747102.322,22441451579.105,90716024.506,82229.5,935066496.709,374882167.541,593485396.07,732339998.22,1828750657.408,23920.01,177076681.74,367322336.02,4759228.14,231223917.56,0,0,0,0,1.79663e+11,0,0.0228445831749947,0.000555306351383,0.0469497771698909,0.304112442480706,0.346895007699303,0.00140226829394402,1.27108547034315e-06,0.01445405162103,0.00579484584306256,0.00917396632358739,0.0113203501308967,0.028268424221378,3.69750237584601e-07,0.00273721228143541,0.00567798763518601,7.35670986544035e-05,0.00357420830731476,0,0,0,0,0,0.00822578750347595,0.00019995252313498,0.0169054907842572,0.109503610105152,0.124908587628532,0.00050492324243723,4.57687448166846e-07,0.0052045579596745,0.00208658525985317,0.00330332564896501,0.00407618707368796,0.0101787828178757,1.33138208757507e-07,0.000985604613860394,0.00204450741677474,2.64897510338801e-05,0.00128698684514897,0,0,0,0
CHL,2009,55620204938.705,0,780417430.098,16018414.74,1601207482.906,19731019285.51,20063936766.179,74844469.432,56582.96,308594039.163,219316314.334,534036241,883487599.86,2125013888.177,7298.46,195162568.04,399303371.035,28114990.64,312622827.02,0,0,0,0,1.71794e+11,0,0.0140311858066334,0.000287996327191759,0.0287882341438795,0.354745533700462,0.360731083035203,0.00134563454979141,1.01730944829053e-06,0.00554823628397413,0.00394310511037657,0.00960147920325937,0.0158842924227559,0.038205790333186,1.31219581230294e-07,0.00350884302305384,0.00717910643218671,0.000505481608185074,0.00562067017488553,0,0,0,0,0,0.00454275137721923,9.32419918041375e-05,0.00932050876576598,0.114852784646204,0.116790672352812,0.00043566404782472,3.29365169912803e-07,0.00179630277636588,0.00127662383048302,0.0031085849389385,0.00514271511147072,0.0123695465975354,4.2483788723704e-08,0.00113602668335332,0.00232431499956343,0.000163655253617705,0.0018197540485698,0,0,0,0
CHL,2010,71419914497.583,0,764150342.418,11245575.16,1562657541.506,27507122317.94,27977104058.298,82758298.716,59956.3,462723372.978,274272675.053,1182567097.57,1025375884.734,2461260451.461,6779.29,166374757.85,347263550.34,25913875.46,330123370.83,0,0,0,0,2.17105e+11,0,0.0106994015295812,0.000157457135577789,0.0218798573548962,0.385146391051349,0.391726932958521,0.00115875661988927,8.39489943691112e-07,0.00647891244666303,0.00384028288163635,0.0165579461399386,0.0143570024123832,0.0344618229911812,9.49215642120298e-08,0.002329528941898,0.00486227899855232,0.000362838231357404,0.00462228739914232,0,0,0,0,0,0.0035197270556551,5.17978635222588e-05,0.00719770406718408,0.126699626070058,0.128864393073849,0.000381190201589093,2.76162686257802e-07,0.00213133448321319,0.00126331809517515,0.00544698232454342,0.00472294919386472,0.0113367285482186,3.1225858455586e-08,0.00076633314686442,0.0015995188979526,0.000119361025586698,0.00152057009663527,0,0,0,0
CHL,2011,81857173311.667,0,1035091668.622,720,2099247823.654,29067304952.954,30481194713.12,120245743.157,103353.95,651440359.381,401299748.926,1609622881.59,1447933834.63,3579239981.606,59164.34,167146654.82,372351852.24,22098420.55,393446206.21,0,0,0,0,2.51225e+11,0,0.0126450942140519,8.79580824588991e-09,0.0256452518298087,0.355097834154152,0.372370477503107,0.00146897013776875,1.2626132300768e-06,0.0079582562288179,0.00490243838982897,0.0196637975203644,0.0176885393918633,0.0437254285336512,7.22775263381436e-07,0.00204193045102593,0.00454879929486802,0.000269963152353935,0.00480649636791114,0,0,0,0,0,0.00412017780325207,2.86595681162305e-09,0.00835604666595283,0.115702278646448,0.121330260575659,0.000478637648152055,4.11399940292566e-07,0.00259305546574187,0.00159737187352373,0.00640709675227386,0.0057634942168574,0.0142471488968295,2.35503393372475e-07,0.000665326519335257,0.00148214489895512,8.796266514081e-05,0.00156611088152055,0,0,0,0
CHL,2012,78283508361.609,0,990671792.999,1420770.76,1996789694.828,31824567936,26435306553.185,114846509.227,124262.171,492094064.806,377452381.198,1338595893.8,1636303184.54,3801765947.913,15409.55,273815231.86,567785015.658,13740168.9,400810177.663,0,0,0,0,2.67165e+11,0,0.0126549232875827,1.81490430070807e-05,0.0255071564448081,0.406529658698933,0.337686788781545,0.00146705879221072,1.58733523318865e-06,0.0062860502180473,0.00482160788520697,0.0170993344807278,0.0209022719955466,0.0485640721459722,1.96842864129439e-07,0.00349773838182094,0.0072529326743415,0.000175518052110428,0.00511998230599948,0,0,0,0,0,0.00370808973106133,5.31795242640316e-06,0.00747399432870324,0.119119525147381,0.0989474914497969,0.00042987108800554,4.65113959538113e-07,0.00184191067245335,0.00141280624781689,0.00501037147006532,0.00612469142492467,0.0142300299362304,5.76780266876275e-08,0.00102489185282503,0.00212522229954523,5.14295244511819e-05,0.00150023460282223,0,0,0,0
CHL,2013,77069413216.839,0,965214370.122,35279481.633,2064904962.98,33302902789.544,23487820609.747,128052155.128,2591313.75,347517835.286,347996047.338,1375060894.66,1377303973.718,3046878553.951,28528.5,370116807.31,760221655.199,14048709.51,461380019.136,0,0,0,0,2.77218e+11,0,0.0125239615800151,0.000457762426888333,0.0267927946612267,0.43211569154996,0.304761897481466,0.00166151719317907,3.36231150834015e-05,0.00450915377165568,0.00451535872420482,0.0178418497983265,0.0178709544581958,0.039534212429754,3.7016630605106e-07,0.00480238257775048,0.00986411630071809,0.000182286447030201,0.00598655160170848,0,0,0,0,0,0.0034817882320845,0.000127262593457135,0.00744866842333471,0.120132541139262,0.0847268958355771,0.000461918616857491,9.34756671644698e-06,0.0012535904424893,0.00125531548217648,0.00496021504613698,0.00496830643651567,0.01099091167944,1.0290998420016e-07,0.00133511102204763,0.00274232429062687,5.06774794926736e-05,0.00166432201060537,0,0,0,0
CHL,2014,75343198548.585,0,853226711.83,26514707.422,1842712361.619,31576723945.64,21703825927.307,122468184.698,4368373.761,476048905.277,345161217.166,1096693663.55,1080910235.673,2359627193.352,45612.96,279959118.7,583791145.299,7015362.74,398404818.515,0,0,0,0,2.59394e+11,0,0.0113245353033399,0.000351919057496637,0.0244575807387674,0.419105168800045,0.288066160521594,0.0016254710054422,5.79796696337899e-05,0.0063184058342044,0.00458118614307864,0.0145559743238509,0.014346487227722,0.031318383594113,6.05402489921987e-07,0.00371578488958719,0.00774842529312772,9.3112090741358e-05,0.00528786706948855,0,0,0,0,0,0.00328930781679607,0.000102217890244185,0.00710391281841137,0.121732669011774,0.0836712719928256,0.000472131910136703,1.68406893027595e-05,0.00183523483687749,0.00133064456836319,0.00422790682725892,0.00416705951437967,0.00909669149383563,1.75844314055067e-07,0.00107928139702537,0.0022505961791676,2.70452005057943e-05,0.00153590606766155,0,0,0,0
